X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000215003	1	0	0	1	0	0	1	2
ENSG00000215131	0	2	0	0	0	1	0	0
ENSG00000215148	0	0	0	0	0	1	0	0
ENSG00000215154	69	110	50	64	110	65	152	144
ENSG00000217555	91	258	111	81	120	185	188	106
ENSG00000217930	61	54	22	9	46	27	61	26
ENSG00000219027	1	2	0	1	1	2	2	0
ENSG00000219274	1	2	0	4	1	0	1	0
ENSG00000220793	2	2	1	0	1	2	2	3
ENSG00000221066	0	0	0	0	1	0	0	0
ENSG00000221656	0	0	0	0	0	0	0	0
ENSG00000221725	0	0	0	0	0	0	0	0
ENSG00000221819	0	0	0	0	0	0	0	1
ENSG00000222019	8	10	7	11	9	7	18	47
ENSG00000222190	0	0	0	0	0	0	0	0
ENSG00000222268	0	0	0	0	0	1	0	0
ENSG00000222375	0	1	0	0	0	0	0	0
ENSG00000222767	0	0	0	0	0	0	0	0
ENSG00000223109	0	1	1	0	1	1	0	0
ENSG00000223168	0	0	0	0	0	0	0	1
ENSG00000223496	382	630	305	202	404	302	560	478
ENSG00000223931	0	1	0	1	1	0	0	1
ENSG00000223959	370	609	370	55	210	237	268	238
ENSG00000224310	0	0	0	0	1	0	0	0
ENSG00000224470	627	871	856	533	941	802	1199	1104
ENSG00000224578	84	138	45	74	83	42	88	93
ENSG00000224631	4	10	7	6	1	2	6	3
ENSG00000224712	2	9	0	0	4	5	7	5
ENSG00000224888	7	3	6	2	5	2	6	6
ENSG00000225178	0	1	0	0	0	0	1	0
ENSG00000225614	522	1373	514	377	837	667	772	591
ENSG00000226180	19	18	12	3	11	2	15	15
ENSG00000226348	0	1	3	0	1	0	0	0
ENSG00000226890	0	0	0	0	3	0	2	1
ENSG00000226942	4	5	0	2	4	3	3	4
ENSG00000227827	49	9	1	7	19	5	34	2
ENSG00000228071	2	9	1	5	2	2	0	2
ENSG00000228146	0	0	0	1	15	3	20	2
ENSG00000228201	5	4	5	0	5	5	7	10
ENSG00000228695	2	2	0	1	0	3	0	1
ENSG00000228779	0	0	0	0	0	1	0	2
ENSG00000229809	128	130	192	279	368	226	607	516
ENSG00000229917	2	0	0	0	1	0	3	0
ENSG00000230267	9	17	3	6	8	17	3	3
ENSG00000230330	0	0	0	0	0	0	2	1
ENSG00000230428	0	0	0	0	1	0	0	0
ENSG00000230447	0	0	0	0	0	0	0	0
ENSG00000230872	0	0	1	0	0	1	0	0
ENSG00000230989	1250	2558	1418	661	1155	788	1915	2173
ENSG00000231439	4	1	3	6	17	3	6	41
ENSG00000232190	0	0	0	0	2	0	0	0
ENSG00000232196	0	0	0	0	1	0	0	0
ENSG00000232258	0	0	0	0	1	0	0	1
ENSG00000232748	3	1	1	1	3	1	2	4
ENSG00000233232	0	2	1	0	1	2	1	1
ENSG00000233614	0	0	1	0	1	0	1	0
ENSG00000233732	0	0	0	0	0	0	0	0
ENSG00000234337	0	3	0	1	0	0	0	1
ENSG00000234719	16	12	21	6	0	8	20	11
ENSG00000234769	264	301	266	18	245	223	292	164
ENSG00000235560	43	25	49	9	33	17	70	33
ENSG00000236481	1	6	4	0	0	1	0	0
ENSG00000236829	4	10	9	17	44	14	34	16
ENSG00000237172	128	143	393	270	310	252	403	373
ENSG00000237296	26	34	23	14	42	52	73	37
ENSG00000237515	11	58	0	6	129	28	0	136
ENSG00000237718	0	0	0	0	1	0	1	0
ENSG00000238045	43	63	60	38	53	43	118	140
ENSG00000238098	13	11	3	13	18	10	8	20
ENSG00000238329	0	0	0	0	0	0	0	0
ENSG00000238544	0	0	0	1	0	1	0	0
ENSG00000238683	0	0	0	0	0	1	0	0
ENSG00000238774	3	0	0	0	0	0	0	0
ENSG00000238834	3	2	0	0	0	0	0	1
ENSG00000239763	21	19	23	3	7	18	17	6
ENSG00000239791	6	3	6	2	5	5	8	11
ENSG00000239840	0	0	0	0	0	0	0	1
ENSG00000240311	0	1	1	0	0	0	0	0
ENSG00000240435	2	0	2	0	0	0	0	0
ENSG00000240634	3	2	5	2	8	2	7	2
ENSG00000240793	0	0	0	0	0	0	0	0
ENSG00000240861	0	0	0	0	0	0	0	0
ENSG00000241183	0	0	0	0	0	0	0	0
ENSG00000241641	2	3	3	1	0	1	2	0
ENSG00000242173	2	0	0	3	31	7	2	40
ENSG00000242278	0	0	0	1	0	0	0	0
ENSG00000242307	1	0	0	0	0	0	0	0
ENSG00000242430	0	0	1	0	0	0	0	0
ENSG00000242612	281	498	101	253	319	228	288	478
ENSG00000243101	0	1	1	0	0	1	0	0
ENSG00000243445	4	3	3	2	1	2	1	6
ENSG00000243609	4	0	3	0	1	1	0	1
ENSG00000243705	0	0	0	0	0	0	0	0
ENSG00000243716	269	423	273	46	181	352	362	178
ENSG00000243954	1	1	0	0	2	0	0	0
ENSG00000243988	0	1	1	0	0	1	0	0
ENSG00000244043	0	0	0	0	0	0	0	0
ENSG00000244378	2	5	2	1	2	4	2	1
ENSG00000244485	0	0	0	1	5	0	0	0
ENSG00000245059	0	0	0	0	3	0	0	0
ENSG00000245694	419	768	256	424	260	195	844	825
ENSG00000245768	1	2	0	3	2	1	2	4
ENSG00000245888	6	7	5	5	26	12	12	16
ENSG00000246379	3	0	0	1	4	1	1	2
ENSG00000246465	35	152	30	2	35	7	36	7
ENSG00000246777	1	2	2	1	3	3	1	2
ENSG00000246898	7	26	5	15	38	22	26	4
ENSG00000247033	2	2	2	2	13	6	6	11
ENSG00000247228	1	1	2	0	2	2	0	2
ENSG00000247270	2	1	2	0	5	6	6	2
ENSG00000247324	2	5	4	0	3	0	2	2
ENSG00000247735	21	11	5	7	35	7	41	25
ENSG00000248124	78	53	71	15	48	174	39	19
ENSG00000249231	0	0	0	14	2	0	0	13
ENSG00000249961	1	1	2	0	3	0	1	0
ENSG00000250251	141	116	50	30	109	69	104	138
ENSG00000250514	0	0	1	0	0	0	0	0
ENSG00000250616	29	16	36	21	66	19	55	83
ENSG00000250685	0	0	0	1	3	0	0	2
ENSG00000250982	0	0	0	0	0	0	0	0
ENSG00000251417	3	7	5	4	6	6	11	2
ENSG00000251692	2	6	0	0	0	0	1	1
ENSG00000251924	0	0	0	0	0	0	0	0
ENSG00000252026	0	0	0	0	0	0	0	0
ENSG00000252101	0	0	0	0	0	0	0	0
ENSG00000252311	2	4	3	0	1	0	0	1
ENSG00000252339	0	0	0	0	0	0	0	0
ENSG00000252461	1	0	0	0	0	0	0	0
ENSG00000252670	0	0	0	0	0	0	0	0
ENSG00000252838	4	1	1	0	1	1	1	0
ENSG00000254206	14	23	5	5	9	9	13	5
ENSG00000254634	7	11	3	1	7	5	20	3
ENSG00000254681	0	0	1	0	56	0	51	0
ENSG00000254788	0	2	2	1	3	7	7	2
ENSG00000254852	1	0	1	0	2	1	0	0
ENSG00000255185	23	12	17	15	27	6	57	41
ENSG00000255198	97	152	41	110	95	41	120	164
ENSG00000255277	1	1	0	3	15	3	6	2
ENSG00000255524	4	1	3	0	0	3	2	3
ENSG00000255986	0	0	0	0	0	1	1	7
ENSG00000256013	2	4	5	5	12	4	10	6
ENSG00000256323	4	0	0	0	5	5	5	5
ENSG00000256340	0	0	0	1	4	8	0	0
ENSG00000256579	4	21	16	0	0	7	8	6
ENSG00000256812	2	2	2	0	1	3	0	0
ENSG00000256982	0	3	4	0	0	1	1	8
ENSG00000257017	0	0	0	8	7	1	2	2
ENSG00000257108	13	3	10	40	28	54	268	31
ENSG00000257122	105	146	87	41	84	98	110	77
ENSG00000257180	0	0	0	0	3	0	0	0
ENSG00000257264	0	0	0	0	0	0	0	1
ENSG00000257381	0	0	0	0	0	0	0	1
ENSG00000257391	2	29	3	11	16	1	15	6
ENSG00000257403	0	0	1	0	0	1	0	0
ENSG00000257408	0	0	0	0	0	0	0	0
ENSG00000257691	0	1	0	0	0	0	1	0
ENSG00000257769	0	0	0	0	0	0	2	0
ENSG00000257838	6	2	3	4	3	36	4	3
ENSG00000258122	0	1	2	1	0	0	1	0
ENSG00000258130	2	2	4	0	2	0	4	0
ENSG00000258150	0	2	0	0	1	0	0	0
ENSG00000258354	4	2	1	1	1	0	2	0
ENSG00000258429	34	30	23	26	33	15	40	48
ENSG00000258839	42	203	62	11	68	35	45	44
ENSG00000258947	8	150	14	1	10	4	12	9
ENSG00000259006	0	4	1	1	2	2	0	0
ENSG00000259209	0	3	1	0	0	0	0	0
ENSG00000259283	0	0	0	0	0	0	0	0
ENSG00000259303	3	0	0	0	0	0	0	0
ENSG00000259517	0	0	0	0	1	0	0	0
ENSG00000259711	6	11	1	3	1	3	1	6
ENSG00000259725	2	1	0	38	12	1	86	40
ENSG00000259759	0	0	0	0	0	0	0	0
ENSG00000259768	9	3	2	0	0	2	8	7
ENSG00000259780	2	12	2	3	20	5	41	0
ENSG00000259782	3	3	3	1	1	1	4	1
ENSG00000259791	0	0	0	1	0	0	0	0
ENSG00000259797	2	2	3	0	0	7	2	0
ENSG00000259798	1	0	0	0	0	0	0	0
ENSG00000259803	56	179	74	5	0	4	3	5
ENSG00000259804	5	10	6	1	3	2	0	2
ENSG00000259806	13	15	13	15	16	17	46	48
ENSG00000259807	29	69	34	41	80	78	53	64
ENSG00000259810	5	0	0	1	11	3	5	0
ENSG00000259813	0	0	1	0	1	1	1	0
ENSG00000259833	0	1	0	0	0	0	0	0
ENSG00000259836	0	0	0	0	0	0	0	0
ENSG00000259840	0	0	0	0	0	0	0	0
ENSG00000259843	0	3	1	0	0	0	1	2
ENSG00000259846	0	0	0	0	0	0	1	0
ENSG00000259847	0	2	0	1	1	0	0	2
ENSG00000259856	1	0	1	0	0	0	0	0
ENSG00000259867	4	0	1	2	4	1	1	3
ENSG00000259871	0	0	0	1	2	1	0	0
ENSG00000259877	76	69	56	27	51	49	102	56
ENSG00000259881	0	9	2	2	1	1	6	5
ENSG00000259882	0	0	3	1	0	0	0	3
ENSG00000259888	0	0	0	0	0	0	0	0
ENSG00000259895	9	8	5	1	22	2	10	2
ENSG00000259899	0	0	0	0	1	0	0	0
ENSG00000259901	27	38	22	8	26	14	44	24
ENSG00000259910	0	0	0	0	0	0	1	0
ENSG00000259912	0	0	1	0	0	0	0	0
ENSG00000259914	0	0	0	0	0	0	0	0
ENSG00000259918	0	1	0	0	0	0	0	0
ENSG00000259925	0	1	0	0	11	0	0	0
ENSG00000259926	0	1	1	0	2	1	0	0
ENSG00000259929	0	0	0	0	0	0	0	0
ENSG00000259933	2	7	3	0	4	9	4	5
ENSG00000259939	5	15	4	0	6	5	1	2
ENSG00000259940	22	9	9	4	21	7	19	3
ENSG00000259945	3	3	3	2	4	3	2	2
ENSG00000259952	37	38	38	39	47	49	110	89
ENSG00000259954	5	2	4	0	6	5	8	6
ENSG00000259955	0	0	0	0	0	0	0	1
ENSG00000259957	0	0	0	0	0	0	0	0
ENSG00000259966	0	0	0	0	0	0	0	0
ENSG00000259972	57	49	33	9	30	31	40	40
ENSG00000259987	1	1	0	0	0	0	0	0
ENSG00000259989	0	0	0	1	0	0	0	0
ENSG00000259997	0	0	0	0	4	0	2	1
ENSG00000259999	1	2	1	0	0	0	0	1
ENSG00000260004	0	0	0	0	0	0	0	0
ENSG00000260009	0	0	0	1	3	1	13	5
ENSG00000260010	0	0	0	1	0	0	0	0
ENSG00000260014	0	0	1	0	1	1	0	1
ENSG00000260015	0	0	0	0	0	0	0	0
ENSG00000260017	1	4	0	1	4	0	1	1
ENSG00000260018	14	10	9	15	13	3	12	41
ENSG00000260022	0	0	0	0	0	0	1	0
ENSG00000260023	13	29	10	3	6	7	11	24
ENSG00000260026	0	0	1	0	0	0	0	0
ENSG00000260033	0	0	0	0	1	0	0	0
ENSG00000260034	0	0	0	0	0	0	0	1
ENSG00000260038	2	5	10	1	5	8	2	2
ENSG00000260051	0	0	0	0	1	1	0	0
ENSG00000260052	0	1	0	1	0	1	3	0
ENSG00000260058	0	0	0	0	0	0	0	0
ENSG00000260060	1	4	4	1	1	2	4	5
ENSG00000260064	0	0	0	0	0	0	0	0
ENSG00000260072	0	0	0	0	0	0	2	0
ENSG00000260078	2	1	1	2	0	3	0	0
ENSG00000260082	0	0	0	0	1	0	0	2
ENSG00000260083	36	47	62	28	43	33	114	67
ENSG00000260086	1	5	1	4	6	12	4	12
ENSG00000260087	0	0	0	0	0	0	0	0
ENSG00000260089	0	0	0	0	0	0	0	0
ENSG00000260095	2	1	3	0	7	3	1	4
ENSG00000260107	4	16	5	4	3	2	7	10
ENSG00000260111	3	4	10	0	2	5	5	3
ENSG00000260113	0	0	0	0	0	0	0	0
ENSG00000260114	68	84	60	22	80	50	75	70
ENSG00000260115	0	0	0	0	0	0	0	0
ENSG00000260121	9	8	16	3	5	7	10	3
ENSG00000260126	0	0	0	0	0	0	0	0
ENSG00000260132	5	1	1	0	5	0	0	1
ENSG00000260135	13	6	6	0	4	143	15	1
ENSG00000260136	16	9	10	42	39	23	65	48
ENSG00000260141	0	2	0	0	1	7	1	2
ENSG00000260148	0	0	1	0	1	0	0	0
ENSG00000260153	0	0	0	0	0	0	5	0
ENSG00000260156	0	0	0	0	2	0	0	0
ENSG00000260158	0	1	1	0	0	0	0	0
ENSG00000260161	0	1	0	0	0	0	0	0
ENSG00000260162	1	0	0	0	0	1	0	1
ENSG00000260166	0	0	0	0	0	0	0	0
ENSG00000260167	2	3	0	0	1	3	0	2
ENSG00000260177	0	0	0	0	0	0	0	0
ENSG00000260182	0	0	0	3	7	4	0	14
ENSG00000260183	0	0	0	0	0	0	0	1
ENSG00000260185	0	0	1	0	0	0	0	0
ENSG00000260186	0	0	0	1	1	0	0	0
ENSG00000260187	0	0	0	0	0	0	1	0
ENSG00000260198	1	0	0	0	0	0	2	0
ENSG00000260207	0	0	0	0	0	0	0	0
ENSG00000260213	1	2	0	1	1	0	4	0
ENSG00000260219	5	2	5	20	24	11	59	44
ENSG00000260224	2	0	0	0	0	0	1	0
ENSG00000260228	8	4	6	4	34	3	11	2
ENSG00000260229	1	2	0	0	0	0	0	0
ENSG00000260242	0	0	0	0	0	0	0	0
ENSG00000260249	1	15	21	1	8	6	0	0
ENSG00000260252	0	0	0	0	0	1	0	1
ENSG00000260255	0	0	0	0	0	0	0	0
ENSG00000260259	3	3	5	4	3	1	2	1
ENSG00000260260	176	419	101	202	95	37	200	726
ENSG00000260267	132	91	96	133	311	69	325	216
ENSG00000260268	0	0	0	0	0	0	0	1
ENSG00000260276	29	52	24	6	44	18	43	34
ENSG00000260277	0	0	0	0	1	0	1	1
ENSG00000260279	0	1	1	2	2	0	5	2
ENSG00000260281	1	0	0	0	0	3	0	5
ENSG00000260284	0	6	0	1	12	11	5	78
ENSG00000260289	0	1	0	0	0	0	0	0
ENSG00000260290	1	2	2	0	0	2	1	0
ENSG00000260293	4	0	1	2	4	3	6	4
ENSG00000260298	1	2	1	0	0	1	0	0
ENSG00000260300	0	2	0	0	0	1	4	2
ENSG00000260304	15	23	12	12	15	10	26	19
ENSG00000260306	5	1	7	0	1	20	2	1
ENSG00000260310	0	0	1	1	3	4	1	1
ENSG00000260316	2	1	2	1	2	2	5	4
ENSG00000260318	2	0	1	0	1	1	2	1
ENSG00000260326	0	0	0	0	0	0	0	1
ENSG00000260338	0	0	0	0	3	0	0	0
ENSG00000260340	0	1	0	0	0	0	1	0
ENSG00000260341	0	0	0	0	0	0	3	0
ENSG00000260347	0	0	0	0	0	0	0	1
ENSG00000260349	0	1	0	0	1	0	1	1
ENSG00000260350	2	5	4	4	8	4	7	8
ENSG00000260352	2	3	1	4	3	2	6	3
ENSG00000260364	0	0	1	0	0	0	0	0
ENSG00000260367	1	1	1	0	6	1	1	0
ENSG00000260381	0	0	0	0	0	0	0	1
ENSG00000260394	1	0	0	6	3	2	1	13
ENSG00000260395	0	0	0	0	1	0	0	1
ENSG00000260402	0	0	0	0	0	0	0	0
ENSG00000260403	0	0	0	0	0	0	1	0
ENSG00000260410	1	0	0	0	0	0	0	0
ENSG00000260411	1	4	2	1	3	0	1	8
ENSG00000260417	5	1	2	1	4	2	4	1
ENSG00000260420	1	0	0	1	1	0	0	1
ENSG00000260425	0	2	0	0	1	0	1	1
ENSG00000260430	1	4	0	3	3	9	1	0
ENSG00000260431	0	0	0	0	0	0	0	0
ENSG00000260432	0	0	1	6	21	12	2	2
ENSG00000260436	0	0	0	0	0	0	0	1
ENSG00000260438	0	0	0	0	0	0	0	0
ENSG00000260439	0	2	0	0	4	3	1	3
ENSG00000260441	0	0	0	0	1	2	0	0
ENSG00000260442	31	14	21	5	23	10	23	21
ENSG00000260443	0	0	0	0	0	0	0	2
ENSG00000260447	1	0	1	0	0	0	2	1
ENSG00000260448	1	8	6	3	4	1	8	7
ENSG00000260450	0	0	0	0	0	0	0	0
ENSG00000260452	0	1	0	0	0	1	1	0
ENSG00000260456	1	5	5	3	3	2	4	4
ENSG00000260459	3	11	4	1	6	3	5	15
ENSG00000260465	7	8	2	3	1	3	10	11
ENSG00000260466	0	1	0	0	0	0	0	1
ENSG00000260468	0	3	1	0	1	1	1	2
ENSG00000260471	0	0	0	0	0	0	0	0
ENSG00000260478	0	0	0	0	0	0	0	0
ENSG00000260479	0	0	0	0	0	1	1	0
ENSG00000260482	62	67	52	102	106	47	228	198
ENSG00000260487	2	0	13	16	0	2	4	1
ENSG00000260488	0	0	1	0	0	1	0	0
ENSG00000260494	0	0	0	0	0	0	0	1
ENSG00000260495	12	21	6	1	8	8	10	12
ENSG00000260496	0	0	0	1	3	0	1	0
ENSG00000260498	0	0	0	0	0	0	0	0
ENSG00000260507	2	0	0	0	0	0	0	0
ENSG00000260510	0	1	0	0	1	0	0	0
ENSG00000260511	0	0	0	0	0	0	0	0
ENSG00000260517	2	6	6	0	3	4	4	0
ENSG00000260518	5	10	5	1	9	5	5	22
ENSG00000260523	0	0	0	0	3	0	3	1
ENSG00000260528	35	109	36	5	20	31	14	31
ENSG00000260530	0	0	0	0	0	0	0	0
ENSG00000260532	0	0	0	0	0	4	0	0
ENSG00000260539	324	422	374	164	432	347	479	441
ENSG00000260541	0	0	0	0	0	0	0	0
ENSG00000260545	0	1	2	1	0	0	1	2
ENSG00000260549	8	9	31	18	10	3	30	5
ENSG00000260550	0	0	1	0	0	0	0	0
ENSG00000260558	1	0	0	0	0	0	0	0
ENSG00000260565	240	292	204	50	370	198	275	217
ENSG00000260570	2	4	6	1	7	3	7	4
ENSG00000260575	0	0	0	0	0	0	0	0
ENSG00000260577	5	4	5	0	3	4	0	1
ENSG00000260580	0	0	0	0	0	0	0	0
ENSG00000260584	0	0	0	0	0	0	0	0
ENSG00000260592	0	0	0	1	2	0	0	0
ENSG00000260593	12	19	2	3	9	1	5	5
ENSG00000260600	0	0	0	0	0	0	0	0
ENSG00000260601	1	0	0	0	1	1	0	0
ENSG00000260603	0	0	1	0	0	0	0	1
ENSG00000260611	0	0	0	0	0	0	0	0
ENSG00000260612	0	0	0	0	1	0	1	0
ENSG00000260614	0	1	2	1	0	1	0	2
ENSG00000260616	0	0	1	0	0	1	0	0
ENSG00000260617	0	0	0	1	0	0	1	1
ENSG00000260621	0	0	1	0	0	0	1	0
ENSG00000260625	5	7	8	1	2	1	6	15
ENSG00000260626	3	2	4	0	2	2	1	1
ENSG00000260628	0	0	0	0	0	0	1	0
ENSG00000260630	44	17	29	19	22	23	57	14
ENSG00000260635	0	0	0	0	0	0	0	0
ENSG00000260637	1	0	0	0	0	0	3	1
ENSG00000260643	0	3	1	2	1	1	2	0
ENSG00000260644	0	0	0	0	0	1	2	2
ENSG00000260646	0	0	2	0	0	0	0	0
ENSG00000260650	1	0	1	0	0	0	0	1
ENSG00000260658	0	0	0	1	0	0	0	0
ENSG00000260659	0	1	0	0	0	0	0	0
ENSG00000260668	0	0	0	0	0	0	0	0
ENSG00000260671	0	0	1	0	0	3	0	0
ENSG00000260678	0	0	0	0	2	0	0	0
ENSG00000260681	0	0	0	0	6	0	0	0
ENSG00000260682	105	196	81	8	55	36	28	13
ENSG00000260690	1	0	0	1	1	0	1	0
ENSG00000260695	0	1	7	1	1	9	3	1
ENSG00000260701	0	0	1	0	0	1	0	0
ENSG00000260702	0	0	0	0	0	0	0	0
ENSG00000260710	0	0	0	0	6	3	5	42
ENSG00000260714	4	7	4	0	4	0	1	1
ENSG00000260719	6	5	2	0	3	5	3	1
ENSG00000260723	1	0	0	0	0	1	1	0
ENSG00000260727	14	15	17	2	1	4	3	3
ENSG00000260731	0	2	1	1	6	1	4	4
ENSG00000260734	0	0	0	0	0	0	0	0
ENSG00000260735	10	11	6	1	14	10	6	2
ENSG00000260737	0	0	0	0	0	0	0	0
ENSG00000260740	0	0	1	1	5	0	2	5
ENSG00000260741	0	0	0	0	0	0	0	1
ENSG00000260744	0	0	0	0	1	0	0	0
ENSG00000260746	0	0	0	0	0	0	0	0
ENSG00000260750	5	0	2	0	0	0	1	3
ENSG00000260751	34	16	17	2	15	20	15	11
ENSG00000260755	0	0	1	0	3	3	3	1
ENSG00000260756	0	0	0	0	0	0	0	0
ENSG00000260757	2	0	0	0	0	3	0	0
ENSG00000260762	0	0	0	0	0	0	1	0
ENSG00000260769	0	0	0	0	0	0	0	0
ENSG00000260778	22	31	9	11	19	15	15	14
ENSG00000260781	0	0	0	1	2	0	3	6
ENSG00000260782	0	1	0	0	0	0	0	1
ENSG00000260788	0	0	0	0	0	0	0	0
ENSG00000260790	0	0	0	0	0	0	0	1
ENSG00000260796	5	2	6	1	5	3	3	1
ENSG00000260798	4	2	2	2	0	3	9	22
ENSG00000260803	1	3	1	0	1	3	1	0
ENSG00000260807	9	202	27	12	29	17	17	23
ENSG00000260809	0	0	0	0	1	0	0	0
ENSG00000260816	8	14	13	2	2	5	2	3
ENSG00000260817	1	0	0	0	0	0	0	0
ENSG00000260818	0	0	0	0	0	0	0	0
ENSG00000260823	0	0	0	0	0	0	0	0
ENSG00000260828	2	4	3	0	1	1	0	0
ENSG00000260834	0	0	0	0	9	0	0	1
ENSG00000260851	0	0	0	0	0	0	0	0
ENSG00000260852	171	95	103	75	225	57	215	150
ENSG00000260853	11	6	5	4	6	1	4	9
ENSG00000260854	0	0	0	0	1	0	0	0
ENSG00000260857	0	0	0	0	0	0	3	0
ENSG00000260859	0	1	0	0	0	0	0	0
ENSG00000260860	0	0	0	0	0	0	0	0
ENSG00000260862	1	1	0	0	0	0	0	0
ENSG00000260865	0	1	0	0	0	0	0	0
ENSG00000260866	0	0	0	0	0	0	0	0
ENSG00000260872	12	22	10	4	24	19	21	8
ENSG00000260874	8	3	1	1	5	2	4	7
ENSG00000260876	1	1	1	0	0	2	1	0
ENSG00000260880	0	0	0	0	0	0	0	0
ENSG00000260882	2	1	3	1	2	2	3	1
ENSG00000260884	2	0	0	0	2	0	0	0
ENSG00000260886	0	6	0	0	4	1	2	11
ENSG00000260891	0	0	2	0	0	0	0	0
ENSG00000260894	2	2	1	5	4	4	3	2
ENSG00000260896	18	7	1	0	0	2	2	2
ENSG00000260905	13	2	4	0	10	17	1	3
ENSG00000260908	1	1	0	1	4	1	2	1
ENSG00000260911	5	5	0	0	1	7	17	2
ENSG00000260922	0	0	0	0	0	0	0	0
ENSG00000260923	49	36	29	13	45	31	26	23
ENSG00000260927	0	0	0	0	0	0	1	0
ENSG00000260929	3	3	1	0	2	1	0	0
ENSG00000260932	0	0	0	0	1	0	0	0
ENSG00000260934	0	1	0	2	10	1	3	1
ENSG00000260936	4	12	6	1	2	4	11	2
ENSG00000260939	0	0	0	0	0	0	0	0
ENSG00000260944	0	0	2	1	1	0	0	0
ENSG00000260946	0	0	2	1	0	1	3	3
ENSG00000260953	0	0	0	0	1	3	2	0
ENSG00000260954	2	0	0	0	0	1	2	2
ENSG00000260958	0	0	0	0	2	0	0	0
ENSG00000260963	0	0	0	0	0	0	0	4
ENSG00000260973	0	0	0	0	0	2	0	0
ENSG00000260975	0	0	0	0	0	0	0	0
ENSG00000260979	2	0	0	0	0	0	0	3
ENSG00000260989	0	0	0	0	0	0	0	3
ENSG00000260991	0	0	0	0	0	0	0	0
ENSG00000260994	0	0	0	0	0	0	0	0
ENSG00000260999	0	0	0	0	0	0	0	0
ENSG00000261008	12	5	5	1	1	6	3	1
ENSG00000261013	1	0	0	0	0	0	0	0
ENSG00000261028	0	0	0	0	0	0	0	0
ENSG00000261029	0	0	0	0	0	0	0	0
ENSG00000261045	0	0	0	0	0	1	0	0
ENSG00000261046	0	0	0	0	0	0	46	0
ENSG00000261052	29	26	21	1	25	13	30	17
ENSG00000261053	0	0	0	0	1	0	0	0
ENSG00000261056	0	6	2	0	2	5	4	3
ENSG00000261058	0	0	0	0	0	1	0	0
ENSG00000261061	83	174	76	11	17	23	54	47
ENSG00000261063	3	0	1	0	1	1	0	2
ENSG00000261067	11	6	12	0	10	6	9	14
ENSG00000261079	14	7	3	0	6	6	5	1
ENSG00000261082	1	0	1	0	0	0	0	0
ENSG00000261084	0	0	0	0	1	0	0	0
ENSG00000261088	119	118	98	53	101	55	98	128
ENSG00000261090	1	0	0	0	0	1	1	0
ENSG00000261093	3	8	4	6	5	2	13	11
ENSG00000261103	0	0	0	0	0	0	0	0
ENSG00000261113	0	0	0	1	0	0	0	0
ENSG00000261114	25	12	39	1	5	12	7	3
ENSG00000261118	1	2	0	0	0	4	3	0
ENSG00000261122	1	0	0	1	0	0	0	0
ENSG00000261123	4	8	10	1	4	2	6	12
ENSG00000261124	0	0	0	0	0	0	0	0
ENSG00000261127	0	0	0	0	0	0	0	0
ENSG00000261131	2	5	0	0	0	6	0	0
ENSG00000261140	10	13	6	6	10	9	21	21
ENSG00000261141	0	0	0	0	0	0	0	0
ENSG00000261158	2	1	3	0	2	2	0	0
ENSG00000261161	0	0	0	0	0	0	0	0
ENSG00000261172	0	0	0	0	0	0	0	0
ENSG00000261173	5	3	3	1	2	1	0	0
ENSG00000261175	9	88	119	0	4	0	0	2
ENSG00000261177	1	1	0	0	0	0	1	1
ENSG00000261193	0	0	0	0	0	0	1	0
ENSG00000261195	2	0	0	1	0	0	0	0
ENSG00000261199	0	0	0	0	0	0	0	0
ENSG00000261200	18	17	23	4	17	12	32	21
ENSG00000261207	1	0	0	0	3	1	1	0
ENSG00000261210	0	0	0	0	1	0	0	0
ENSG00000261216	0	0	2	0	0	0	0	0
ENSG00000261217	0	0	0	0	0	0	2	0
ENSG00000261218	10	5	6	0	1	0	1	3
ENSG00000261226	1	0	2	0	2	6	7	10
ENSG00000261227	1	0	0	0	0	0	0	0
ENSG00000261231	0	1	0	0	2	0	0	0
ENSG00000261234	0	0	0	0	0	0	0	0
ENSG00000261235	0	12	0	0	9	0	0	0
ENSG00000261239	0	2	0	0	1	0	0	0
ENSG00000261240	0	0	2	0	0	0	0	0
ENSG00000261241	0	0	0	0	0	0	0	0
ENSG00000261243	0	0	0	0	0	0	0	0
ENSG00000261248	0	0	0	0	0	0	0	0
ENSG00000261253	3	3	0	0	4	2	1	2
ENSG00000261261	0	0	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	1	0	0	0
ENSG00000261267	0	0	0	0	0	0	0	0
ENSG00000261270	8	3	10	1	6	12	2	1
ENSG00000261273	0	0	0	0	0	1	0	1
ENSG00000261286	20	123	52	1	12	5	4	10
ENSG00000261288	0	0	0	1	2	0	1	2
ENSG00000261291	0	1	0	1	0	1	2	0
ENSG00000261294	0	0	0	5	0	1	25	3
ENSG00000261302	1	3	3	0	0	0	0	1
ENSG00000261310	0	0	0	0	0	0	0	0
ENSG00000261312	7	8	1	2	3	2	8	7
ENSG00000261317	2	8	9	1	5	3	1	4
ENSG00000261319	15	0	0	0	0	1	0	0
ENSG00000261320	0	1	0	0	0	0	0	3
ENSG00000261325	0	0	0	0	1	0	0	0
ENSG00000261327	17	32	24	27	29	40	26	20
